state,vmt,year,month,file
District of Columbia,0.0,2013,5,14maytvt.xls
Florida,1986.0,2013,5,14maytvt.xls
Georgia,1967.0,2013,5,14maytvt.xls
Maryland,823.0,2013,5,14maytvt.xls
North Carolina,1676.0,2013,5,14maytvt.xls
South Carolina,1485.0,2013,5,14maytvt.xls
Virginia,1891.0,2013,5,14maytvt.xls
West Virginia,409.0,2013,5,14maytvt.xls
North Central,,2013,5,14maytvt.xls
Illinois,1487.0,2013,5,14maytvt.xls
Indiana,1478.0,2013,5,14maytvt.xls
Iowa,1189.0,2013,5,14maytvt.xls
Kansas,885.0,2013,5,14maytvt.xls
Michigan,1667.0,2013,5,14maytvt.xls
Minnesota,1488.0,2013,5,14maytvt.xls
Missouri,1674.0,2013,5,14maytvt.xls
Nebraska,786.0,2013,5,14maytvt.xls
North Dakota,423.0,2013,5,14maytvt.xls
Ohio,1859.0,2013,5,14maytvt.xls
South Dakota,413.0,2013,5,14maytvt.xls
Wisconsin,1823.0,2013,5,14maytvt.xls
Alabama,1554.0,2013,5,14maytvt.xls
Arkansas,1027.0,2013,5,14maytvt.xls
Kentucky,1634.0,2013,5,14maytvt.xls
Louisiana,1102.0,2013,5,14maytvt.xls
Mississippi,1115.0,2013,5,14maytvt.xls
Oklahoma,1156.0,2013,5,14maytvt.xls
Tennessee,1643.0,2013,5,14maytvt.xls
Texas,4289.0,2013,5,14maytvt.xls
Alaska,125.0,2013,5,14maytvt.xls
Arizona,1031.0,2013,5,14maytvt.xls
California,3779.0,2013,5,14maytvt.xls
Colorado,919.0,2013,5,14maytvt.xls
Hawaii,92.0,2013,5,14maytvt.xls
Idaho,473.0,2013,5,14maytvt.xls
Montana,522.0,2013,5,14maytvt.xls
Nevada,361.0,2013,5,14maytvt.xls
New Mexico,753.0,2013,5,14maytvt.xls
Oregon,930.0,2013,5,14maytvt.xls
Utah,515.0,2013,5,14maytvt.xls
Washington,951.0,2013,5,14maytvt.xls
Wyoming,415.0,2013,5,14maytvt.xls
Connecticut,187.0,2014,8,15augtvt.xls
Maine,565.0,2014,8,15augtvt.xls
Massachusetts,134.0,2014,8,15augtvt.xls
New Hampshire,332.0,2014,8,15augtvt.xls
New Jersey,274.0,2014,8,15augtvt.xls
New York,1633.0,2014,8,15augtvt.xls
Pennsylvania,2243.0,2014,8,15augtvt.xls
Rhode Island,78.0,2014,8,15augtvt.xls
Vermont,299.0,2014,8,15augtvt.xls
South Atlantic,,2014,8,15augtvt.xls
Delaware,159.0,2014,8,15augtvt.xls
District of Columbia,0.0,2014,8,15augtvt.xls
Florida,2066.0,2014,8,15augtvt.xls
Georgia,1365.0,2014,8,15augtvt.xls
Maryland,600.0,2014,8,15augtvt.xls
North Carolina,1729.0,2014,8,15augtvt.xls
South Carolina,1533.0,2014,8,15augtvt.xls
Virginia,1986.0,2014,8,15augtvt.xls
West Virginia,639.0,2014,8,15augtvt.xls
North Central,,2014,8,15augtvt.xls
Illinois,1539.0,2014,8,15augtvt.xls
Indiana,1396.0,2014,8,15augtvt.xls
Iowa,1225.0,2014,8,15augtvt.xls
Kansas,905.0,2014,8,15augtvt.xls
Michigan,1720.0,2014,8,15augtvt.xls
Minnesota,1599.0,2014,8,15augtvt.xls
Missouri,1836.0,2014,8,15augtvt.xls
Nebraska,813.0,2014,8,15augtvt.xls
North Dakota,466.0,2014,8,15augtvt.xls
Ohio,1715.0,2014,8,15augtvt.xls
South Dakota,476.0,2014,8,15augtvt.xls
Wisconsin,1729.0,2014,8,15augtvt.xls
Alabama,1591.0,2014,8,15augtvt.xls
Arkansas,958.0,2014,8,15augtvt.xls
Kentucky,1498.0,2014,8,15augtvt.xls
Louisiana,1274.0,2014,8,15augtvt.xls
Mississippi,1117.0,2014,8,15augtvt.xls
Oklahoma,1309.0,2014,8,15augtvt.xls
Tennessee,1721.0,2014,8,15augtvt.xls
Texas,4918.0,2014,8,15augtvt.xls
Alaska,166.0,2014,8,15augtvt.xls
Arizona,819.0,2014,8,15augtvt.xls
California,3539.0,2014,8,15augtvt.xls
Colorado,1035.0,2014,8,15augtvt.xls
Hawaii,79.0,2014,8,15augtvt.xls
Idaho,571.0,2014,8,15augtvt.xls
Montana,680.0,2014,8,15augtvt.xls
Nevada,391.0,2014,8,15augtvt.xls
New Mexico,844.0,2014,8,15augtvt.xls
Oregon,1144.0,2014,8,15augtvt.xls
Utah,530.0,2014,8,15augtvt.xls
Washington,1022.0,2014,8,15augtvt.xls
Wyoming,482.0,2014,8,15augtvt.xls
Connecticut,180.0,2010,10,11octtvt.xls
Maine,522.0,2010,10,11octtvt.xls
Massachusetts,247.0,2010,10,11octtvt.xls
New Hampshire,321.0,2010,10,11octtvt.xls
New Jersey,351.0,2010,10,11octtvt.xls
New York,1263.0,2010,10,11octtvt.xls
Pennsylvania,2192.0,2010,10,11octtvt.xls
Rhode Island,56.0,2010,10,11octtvt.xls
Vermont,255.0,2010,10,11octtvt.xls
South Atlantic,,2010,10,11octtvt.xls
Delaware,132.0,2010,10,11octtvt.xls
District of Columbia,0.0,2010,10,11octtvt.xls
Florida,1990.0,2010,10,11octtvt.xls
Georgia,1934.0,2010,10,11octtvt.xls
Maryland,806.0,2010,10,11octtvt.xls
North Carolina,1652.0,2010,10,11octtvt.xls
South Carolina,1383.0,2010,10,11octtvt.xls
Virginia,1813.0,2010,10,11octtvt.xls
West Virginia,624.0,2010,10,11octtvt.xls
North Central,,2010,10,11octtvt.xls
Illinois,1596.0,2010,10,11octtvt.xls
Indiana,1306.0,2010,10,11octtvt.xls
Iowa,1170.0,2010,10,11octtvt.xls
Kansas,866.0,2010,10,11octtvt.xls
Michigan,1687.0,2010,10,11octtvt.xls
Minnesota,1500.0,2010,10,11octtvt.xls
Missouri,1463.0,2010,10,11octtvt.xls
Nebraska,786.0,2010,10,11octtvt.xls
North Dakota,388.0,2010,10,11octtvt.xls
Ohio,1800.0,2010,10,11octtvt.xls
South Dakota,428.0,2010,10,11octtvt.xls
Wisconsin,1748.0,2010,10,11octtvt.xls
Alabama,1347.0,2010,10,11octtvt.xls
Arkansas,997.0,2010,10,11octtvt.xls
Kentucky,1477.0,2010,10,11octtvt.xls
Louisiana,848.0,2010,10,11octtvt.xls
Mississippi,1107.0,2010,10,11octtvt.xls
Oklahoma,1119.0,2010,10,11octtvt.xls
Tennessee,1694.0,2010,10,11octtvt.xls
Texas,4122.0,2010,10,11octtvt.xls
Alaska,115.0,2010,10,11octtvt.xls
Arizona,1098.0,2010,10,11octtvt.xls
California,3852.0,2010,10,11octtvt.xls
Colorado,925.0,2010,10,11octtvt.xls
Hawaii,141.0,2010,10,11octtvt.xls
Idaho,480.0,2010,10,11octtvt.xls
Montana,506.0,2010,10,11octtvt.xls
Nevada,324.0,2010,10,11octtvt.xls
New Mexico,842.0,2010,10,11octtvt.xls
Oregon,932.0,2010,10,11octtvt.xls
Utah,487.0,2010,10,11octtvt.xls
Washington,935.0,2010,10,11octtvt.xls
Wyoming,437.0,2010,10,11octtvt.xls
Connecticut,157.0,2009,11,10novtvt.xls
Maine,458.0,2009,11,10novtvt.xls
Massachusetts,208.0,2009,11,10novtvt.xls
New Hampshire,271.0,2009,11,10novtvt.xls
New Jersey,315.0,2009,11,10novtvt.xls
New York,1116.0,2009,11,10novtvt.xls
Pennsylvania,1955.0,2009,11,10novtvt.xls
Rhode Island,49.0,2009,11,10novtvt.xls
Vermont,215.0,2009,11,10novtvt.xls
South Atlantic,,2009,11,10novtvt.xls
Delaware,112.0,2009,11,10novtvt.xls
District of Columbia,0.0,2009,11,10novtvt.xls
Florida,2009.0,2009,11,10novtvt.xls
Georgia,1818.0,2009,11,10novtvt.xls
Maryland,743.0,2009,11,10novtvt.xls
North Carolina,1584.0,2009,11,10novtvt.xls
South Carolina,1261.0,2009,11,10novtvt.xls
Virginia,1744.0,2009,11,10novtvt.xls
West Virginia,583.0,2009,11,10novtvt.xls
North Central,,2009,11,10novtvt.xls
Illinois,1228.0,2009,11,10novtvt.xls
Indiana,1179.0,2009,11,10novtvt.xls
Iowa,1041.0,2009,11,10novtvt.xls
Kansas,853.0,2009,11,10novtvt.xls
Michigan,1496.0,2009,11,10novtvt.xls
Minnesota,1358.0,2009,11,10novtvt.xls
Missouri,1477.0,2009,11,10novtvt.xls
Nebraska,696.0,2009,11,10novtvt.xls
North Dakota,303.0,2009,11,10novtvt.xls
Ohio,1607.0,2009,11,10novtvt.xls
South Dakota,381.0,2009,11,10novtvt.xls
Wisconsin,1484.0,2009,11,10novtvt.xls
Alabama,1204.0,2009,11,10novtvt.xls
Arkansas,1010.0,2009,11,10novtvt.xls
Kentucky,1373.0,2009,11,10novtvt.xls
Louisiana,924.0,2009,11,10novtvt.xls
Mississippi,1108.0,2009,11,10novtvt.xls
Oklahoma,1077.0,2009,11,10novtvt.xls
Tennessee,1402.0,2009,11,10novtvt.xls
Texas,4002.0,2009,11,10novtvt.xls
Alaska,86.0,2009,11,10novtvt.xls
Arizona,982.0,2009,11,10novtvt.xls
California,3717.0,2009,11,10novtvt.xls
Colorado,908.0,2009,11,10novtvt.xls
Hawaii,88.0,2009,11,10novtvt.xls
Idaho,424.0,2009,11,10novtvt.xls
Montana,478.0,2009,11,10novtvt.xls
Nevada,296.0,2009,11,10novtvt.xls
New Mexico,749.0,2009,11,10novtvt.xls
Oregon,810.0,2009,11,10novtvt.xls
Utah,431.0,2009,11,10novtvt.xls
Washington,809.0,2009,11,10novtvt.xls
Wyoming,362.0,2009,11,10novtvt.xls
Connecticut,164.0,2014,4,15aprtvt.xls
Maine,476.0,2014,4,15aprtvt.xls
Massachusetts,124.0,2014,4,15aprtvt.xls
New Hampshire,254.0,2014,4,15aprtvt.xls
New Jersey,267.0,2014,4,15aprtvt.xls
New York,1161.0,2014,4,15aprtvt.xls
Pennsylvania,1938.0,2014,4,15aprtvt.xls
Rhode Island,51.0,2014,4,15aprtvt.xls
Vermont,229.0,2014,4,15aprtvt.xls
South Atlantic,,2014,4,15aprtvt.xls
Delaware,134.0,2014,4,15aprtvt.xls
District of Columbia,0.0,2014,4,15aprtvt.xls
Florida,2009.0,2014,4,15aprtvt.xls
Georgia,1498.0,2014,4,15aprtvt.xls
Maryland,498.0,2014,4,15aprtvt.xls
North Carolina,1583.0,2014,4,15aprtvt.xls
South Carolina,1400.0,2014,4,15aprtvt.xls
Virginia,1761.0,2014,4,15aprtvt.xls
West Virginia,677.0,2014,4,15aprtvt.xls
North Central,,2014,4,15aprtvt.xls
Illinois,1354.0,2014,4,15aprtvt.xls
Indiana,1416.0,2014,4,15aprtvt.xls
Iowa,1066.0,2014,4,15aprtvt.xls
Kansas,824.0,2014,4,15aprtvt.xls
Michigan,1447.0,2014,4,15aprtvt.xls
Minnesota,1314.0,2014,4,15aprtvt.xls
Missouri,1430.0,2014,4,15aprtvt.xls
Nebraska,718.0,2014,4,15aprtvt.xls
North Dakota,450.0,2014,4,15aprtvt.xls
Ohio,1543.0,2014,4,15aprtvt.xls
South Dakota,400.0,2014,4,15aprtvt.xls
Wisconsin,1400.0,2014,4,15aprtvt.xls
Alabama,1558.0,2014,4,15aprtvt.xls
Arkansas,729.0,2014,4,15aprtvt.xls
Kentucky,1572.0,2014,4,15aprtvt.xls
Louisiana,1041.0,2014,4,15aprtvt.xls
Mississippi,1038.0,2014,4,15aprtvt.xls
Oklahoma,1092.0,2014,4,15aprtvt.xls
Tennessee,1490.0,2014,4,15aprtvt.xls
Texas,4374.0,2014,4,15aprtvt.xls
Alaska,126.0,2014,4,15aprtvt.xls
Arizona,893.0,2014,4,15aprtvt.xls
California,3216.0,2014,4,15aprtvt.xls
Colorado,872.0,2014,4,15aprtvt.xls
Hawaii,66.0,2014,4,15aprtvt.xls
Idaho,443.0,2014,4,15aprtvt.xls
Montana,423.0,2014,4,15aprtvt.xls
Nevada,326.0,2014,4,15aprtvt.xls
New Mexico,720.0,2014,4,15aprtvt.xls
Oregon,872.0,2014,4,15aprtvt.xls
Utah,441.0,2014,4,15aprtvt.xls
Washington,914.0,2014,4,15aprtvt.xls
Wyoming,334.0,2014,4,15aprtvt.xls
Connecticut,136.0,2011,1,12jantvt.xls
Maine,419.0,2011,1,12jantvt.xls
Massachusetts,173.0,2011,1,12jantvt.xls
New Hampshire,244.0,2011,1,12jantvt.xls
New Jersey,275.0,2011,1,12jantvt.xls
New York,976.0,2011,1,12jantvt.xls
Pennsylvania,1502.0,2011,1,12jantvt.xls
Rhode Island,27.0,2011,1,12jantvt.xls
Vermont,220.0,2011,1,12jantvt.xls
South Atlantic,,2011,1,12jantvt.xls
Delaware,92.0,2011,1,12jantvt.xls
District of Columbia,0.0,2011,1,12jantvt.xls
Florida,1912.0,2011,1,12jantvt.xls
Georgia,1795.0,2011,1,12jantvt.xls
Maryland,611.0,2011,1,12jantvt.xls
North Carolina,1411.0,2011,1,12jantvt.xls
South Carolina,1148.0,2011,1,12jantvt.xls
Virginia,1481.0,2011,1,12jantvt.xls
West Virginia,463.0,2011,1,12jantvt.xls
North Central,,2011,1,12jantvt.xls
Illinois,1187.0,2011,1,12jantvt.xls
Indiana,1244.0,2011,1,12jantvt.xls
Iowa,902.0,2011,1,12jantvt.xls
Kansas,685.0,2011,1,12jantvt.xls
Michigan,1483.0,2011,1,12jantvt.xls
Minnesota,1132.0,2011,1,12jantvt.xls
Missouri,1086.0,2011,1,12jantvt.xls
Nebraska,518.0,2011,1,12jantvt.xls
North Dakota,285.0,2011,1,12jantvt.xls
Ohio,1412.0,2011,1,12jantvt.xls
South Dakota,297.0,2011,1,12jantvt.xls
Wisconsin,1248.0,2011,1,12jantvt.xls
Alabama,1235.0,2011,1,12jantvt.xls
Arkansas,896.0,2011,1,12jantvt.xls
Kentucky,1210.0,2011,1,12jantvt.xls
Louisiana,810.0,2011,1,12jantvt.xls
Mississippi,1107.0,2011,1,12jantvt.xls
Oklahoma,877.0,2011,1,12jantvt.xls
Tennessee,1430.0,2011,1,12jantvt.xls
Texas,3784.0,2011,1,12jantvt.xls
Alaska,79.0,2011,1,12jantvt.xls
Arizona,990.0,2011,1,12jantvt.xls
California,2784.0,2011,1,12jantvt.xls
Colorado,782.0,2011,1,12jantvt.xls
Hawaii,88.0,2011,1,12jantvt.xls
Idaho,350.0,2011,1,12jantvt.xls
Montana,337.0,2011,1,12jantvt.xls
Nevada,263.0,2011,1,12jantvt.xls
New Mexico,718.0,2011,1,12jantvt.xls
Oregon,697.0,2011,1,12jantvt.xls
Utah,405.0,2011,1,12jantvt.xls
Washington,701.0,2011,1,12jantvt.xls
Wyoming,302.0,2011,1,12jantvt.xls
Connecticut,177.0,2010,9,11septvt.xls
Maine,511.0,2010,9,11septvt.xls
Massachusetts,221.0,2010,9,11septvt.xls
New Hampshire,318.0,2010,9,11septvt.xls
New Jersey,431.0,2010,9,11septvt.xls
New York,1256.0,2010,9,11septvt.xls
Pennsylvania,2084.0,2010,9,11septvt.xls
Rhode Island,89.0,2010,9,11septvt.xls
Vermont,253.0,2010,9,11septvt.xls
South Atlantic,,2010,9,11septvt.xls
Delaware,155.0,2010,9,11septvt.xls
District of Columbia,0.0,2010,9,11septvt.xls
Florida,1861.0,2010,9,11septvt.xls
Georgia,1660.0,2010,9,11septvt.xls
Maryland,813.0,2010,9,11septvt.xls
North Carolina,1548.0,2010,9,11septvt.xls
South Carolina,1324.0,2010,9,11septvt.xls
Virginia,1700.0,2010,9,11septvt.xls
West Virginia,602.0,2010,9,11septvt.xls
North Central,,2010,9,11septvt.xls
Illinois,1458.0,2010,9,11septvt.xls
Indiana,1250.0,2010,9,11septvt.xls
Iowa,1152.0,2010,9,11septvt.xls
Kansas,865.0,2010,9,11septvt.xls
Michigan,1684.0,2010,9,11septvt.xls
Minnesota,1415.0,2010,9,11septvt.xls
Missouri,1766.0,2010,9,11septvt.xls
Nebraska,754.0,2010,9,11septvt.xls
North Dakota,358.0,2010,9,11septvt.xls
Ohio,1769.0,2010,9,11septvt.xls
South Dakota,433.0,2010,9,11septvt.xls
Wisconsin,1671.0,2010,9,11septvt.xls
Alabama,1314.0,2010,9,11septvt.xls
Arkansas,937.0,2010,9,11septvt.xls
Kentucky,1376.0,2010,9,11septvt.xls
Louisiana,732.0,2010,9,11septvt.xls
Mississippi,1105.0,2010,9,11septvt.xls
Oklahoma,1182.0,2010,9,11septvt.xls
Tennessee,1709.0,2010,9,11septvt.xls
Texas,3880.0,2010,9,11septvt.xls
Alaska,122.0,2010,9,11septvt.xls
Arizona,935.0,2010,9,11septvt.xls
California,3327.0,2010,9,11septvt.xls
Colorado,908.0,2010,9,11septvt.xls
Hawaii,111.0,2010,9,11septvt.xls
Idaho,496.0,2010,9,11septvt.xls
Montana,541.0,2010,9,11septvt.xls
Nevada,341.0,2010,9,11septvt.xls
New Mexico,785.0,2010,9,11septvt.xls
Oregon,992.0,2010,9,11septvt.xls
Utah,522.0,2010,9,11septvt.xls
Washington,985.0,2010,9,11septvt.xls
Wyoming,462.0,2010,9,11septvt.xls
Connecticut,166.0,2010,3,11martvt.xls
Maine,496.0,2010,3,11martvt.xls
Massachusetts,223.0,2010,3,11martvt.xls
New Hampshire,293.0,2010,3,11martvt.xls
New Jersey,389.0,2010,3,11martvt.xls
New York,1213.0,2010,3,11martvt.xls
Pennsylvania,1959.0,2010,3,11martvt.xls
Rhode Island,45.0,2010,3,11martvt.xls
Vermont,234.0,2010,3,11martvt.xls
South Atlantic,,2010,3,11martvt.xls
Delaware,120.0,2010,3,11martvt.xls
District of Columbia,0.0,2010,3,11martvt.xls
Florida,2131.0,2010,3,11martvt.xls
Georgia,1974.0,2010,3,11martvt.xls
Maryland,764.0,2010,3,11martvt.xls
North Carolina,1600.0,2010,3,11martvt.xls
South Carolina,1350.0,2010,3,11martvt.xls
Virginia,1709.0,2010,3,11martvt.xls
West Virginia,675.0,2010,3,11martvt.xls
North Central,,2010,3,11martvt.xls
Illinois,1307.0,2010,3,11martvt.xls
Indiana,1277.0,2010,3,11martvt.xls
Iowa,1051.0,2010,3,11martvt.xls
Kansas,796.0,2010,3,11martvt.xls
Michigan,1599.0,2010,3,11martvt.xls
Minnesota,1360.0,2010,3,11martvt.xls
Missouri,1286.0,2010,3,11martvt.xls
Nebraska,663.0,2010,3,11martvt.xls
North Dakota,337.0,2010,3,11martvt.xls
Ohio,1643.0,2010,3,11martvt.xls
South Dakota,397.0,2010,3,11martvt.xls
Wisconsin,1570.0,2010,3,11martvt.xls
Alabama,1457.0,2010,3,11martvt.xls
Arkansas,971.0,2010,3,11martvt.xls
Kentucky,1396.0,2010,3,11martvt.xls
Louisiana,898.0,2010,3,11martvt.xls
Mississippi,1162.0,2010,3,11martvt.xls
Oklahoma,1052.0,2010,3,11martvt.xls
Tennessee,1731.0,2010,3,11martvt.xls
Texas,4149.0,2010,3,11martvt.xls
Alaska,96.0,2010,3,11martvt.xls
Arizona,930.0,2010,3,11martvt.xls
California,3331.0,2010,3,11martvt.xls
Colorado,932.0,2010,3,11martvt.xls
Hawaii,100.0,2010,3,11martvt.xls
Idaho,432.0,2010,3,11martvt.xls
Montana,413.0,2010,3,11martvt.xls
Nevada,300.0,2010,3,11martvt.xls
New Mexico,751.0,2010,3,11martvt.xls
Oregon,872.0,2010,3,11martvt.xls
Utah,446.0,2010,3,11martvt.xls
Washington,866.0,2010,3,11martvt.xls
Wyoming,346.0,2010,3,11martvt.xls
Connecticut,148.0,2012,1,13jantvt.xls
Maine,423.0,2012,1,13jantvt.xls
Massachusetts,179.0,2012,1,13jantvt.xls
New Hampshire,247.0,2012,1,13jantvt.xls
New Jersey,285.0,2012,1,13jantvt.xls
New York,998.0,2012,1,13jantvt.xls
Pennsylvania,1576.0,2012,1,13jantvt.xls
Rhode Island,29.0,2012,1,13jantvt.xls
Vermont,222.0,2012,1,13jantvt.xls
South Atlantic,,2012,1,13jantvt.xls
Delaware,101.0,2012,1,13jantvt.xls
District of Columbia,0.0,2012,1,13jantvt.xls
Florida,1922.0,2012,1,13jantvt.xls
Georgia,1796.0,2012,1,13jantvt.xls
Maryland,626.0,2012,1,13jantvt.xls
North Carolina,1501.0,2012,1,13jantvt.xls
South Carolina,1193.0,2012,1,13jantvt.xls
Virginia,1514.0,2012,1,13jantvt.xls
West Virginia,459.0,2012,1,13jantvt.xls
North Central,,2012,1,13jantvt.xls
Illinois,1165.0,2012,1,13jantvt.xls
Indiana,1282.0,2012,1,13jantvt.xls
Iowa,933.0,2012,1,13jantvt.xls
Kansas,754.0,2012,1,13jantvt.xls
Michigan,1374.0,2012,1,13jantvt.xls
Minnesota,1161.0,2012,1,13jantvt.xls
Missouri,1109.0,2012,1,13jantvt.xls
Nebraska,561.0,2012,1,13jantvt.xls
North Dakota,337.0,2012,1,13jantvt.xls
Ohio,1442.0,2012,1,13jantvt.xls
South Dakota,320.0,2012,1,13jantvt.xls
Wisconsin,1274.0,2012,1,13jantvt.xls
Alabama,1233.0,2012,1,13jantvt.xls
Arkansas,897.0,2012,1,13jantvt.xls
Kentucky,1286.0,2012,1,13jantvt.xls
Louisiana,872.0,2012,1,13jantvt.xls
Mississippi,968.0,2012,1,13jantvt.xls
Oklahoma,916.0,2012,1,13jantvt.xls
Tennessee,1533.0,2012,1,13jantvt.xls
Texas,3904.0,2012,1,13jantvt.xls
Alaska,76.0,2012,1,13jantvt.xls
Arizona,997.0,2012,1,13jantvt.xls
California,2711.0,2012,1,13jantvt.xls
Colorado,804.0,2012,1,13jantvt.xls
Hawaii,88.0,2012,1,13jantvt.xls
Idaho,349.0,2012,1,13jantvt.xls
Montana,345.0,2012,1,13jantvt.xls
Nevada,260.0,2012,1,13jantvt.xls
New Mexico,714.0,2012,1,13jantvt.xls
Oregon,665.0,2012,1,13jantvt.xls
Utah,390.0,2012,1,13jantvt.xls
Washington,657.0,2012,1,13jantvt.xls
Wyoming,303.0,2012,1,13jantvt.xls
Connecticut,167.0,2012,3,13martvt.xls
Maine,478.0,2012,3,13martvt.xls
Massachusetts,204.0,2012,3,13martvt.xls
New Hampshire,275.0,2012,3,13martvt.xls
New Jersey,368.0,2012,3,13martvt.xls
New York,1216.0,2012,3,13martvt.xls
Pennsylvania,1933.0,2012,3,13martvt.xls
Rhode Island,46.0,2012,3,13martvt.xls
Vermont,225.0,2012,3,13martvt.xls
South Atlantic,,2012,3,13martvt.xls
Delaware,119.0,2012,3,13martvt.xls
District of Columbia,0.0,2012,3,13martvt.xls
Florida,2151.0,2012,3,13martvt.xls
Georgia,1992.0,2012,3,13martvt.xls
Maryland,763.0,2012,3,13martvt.xls
North Carolina,1608.0,2012,3,13martvt.xls
South Carolina,1379.0,2012,3,13martvt.xls
Virginia,1735.0,2012,3,13martvt.xls
West Virginia,756.0,2012,3,13martvt.xls
North Central,,2012,3,13martvt.xls
Illinois,1349.0,2012,3,13martvt.xls
Indiana,1316.0,2012,3,13martvt.xls
Iowa,1070.0,2012,3,13martvt.xls
Kansas,816.0,2012,3,13martvt.xls
Michigan,1544.0,2012,3,13martvt.xls
Minnesota,1297.0,2012,3,13martvt.xls
Missouri,1304.0,2012,3,13martvt.xls
Nebraska,681.0,2012,3,13martvt.xls
North Dakota,408.0,2012,3,13martvt.xls
Ohio,1649.0,2012,3,13martvt.xls
South Dakota,415.0,2012,3,13martvt.xls
Wisconsin,1462.0,2012,3,13martvt.xls
Alabama,1497.0,2012,3,13martvt.xls
Arkansas,1005.0,2012,3,13martvt.xls
Kentucky,1503.0,2012,3,13martvt.xls
Louisiana,934.0,2012,3,13martvt.xls
Mississippi,1121.0,2012,3,13martvt.xls
Oklahoma,1103.0,2012,3,13martvt.xls
Tennessee,1756.0,2012,3,13martvt.xls
Texas,4381.0,2012,3,13martvt.xls
Alaska,93.0,2012,3,13martvt.xls
Arizona,954.0,2012,3,13martvt.xls
California,3041.0,2012,3,13martvt.xls
Colorado,979.0,2012,3,13martvt.xls
Hawaii,101.0,2012,3,13martvt.xls
Idaho,407.0,2012,3,13martvt.xls
Montana,421.0,2012,3,13martvt.xls
Nevada,307.0,2012,3,13martvt.xls
New Mexico,732.0,2012,3,13martvt.xls
Oregon,801.0,2012,3,13martvt.xls
Utah,456.0,2012,3,13martvt.xls
Washington,811.0,2012,3,13martvt.xls
Wyoming,328.0,2012,3,13martvt.xls
Connecticut,165.0,2009,3,10martvt.xls
Maine,483.0,2009,3,10martvt.xls
Massachusetts,216.0,2009,3,10martvt.xls
New Hampshire,287.0,2009,3,10martvt.xls
New Jersey,373.0,2009,3,10martvt.xls
New York,1216.0,2009,3,10martvt.xls
Pennsylvania,1961.0,2009,3,10martvt.xls
Rhode Island,45.0,2009,3,10martvt.xls
Vermont,221.0,2009,3,10martvt.xls
South Atlantic,,2009,3,10martvt.xls
Delaware,117.0,2009,3,10martvt.xls
District of Columbia,0.0,2009,3,10martvt.xls
Florida,2259.0,2009,3,10martvt.xls
Georgia,1965.0,2009,3,10martvt.xls
Maryland,727.0,2009,3,10martvt.xls
North Carolina,1589.0,2009,3,10martvt.xls
South Carolina,1321.0,2009,3,10martvt.xls
Virginia,1622.0,2009,3,10martvt.xls
West Virginia,705.0,2009,3,10martvt.xls
North Central,,2009,3,10martvt.xls
Illinois,1260.0,2009,3,10martvt.xls
Indiana,1267.0,2009,3,10martvt.xls
Iowa,1021.0,2009,3,10martvt.xls
Kansas,770.0,2009,3,10martvt.xls
Michigan,1537.0,2009,3,10martvt.xls
Minnesota,1247.0,2009,3,10martvt.xls
Missouri,1269.0,2009,3,10martvt.xls
Nebraska,642.0,2009,3,10martvt.xls
North Dakota,307.0,2009,3,10martvt.xls
Ohio,1576.0,2009,3,10martvt.xls
South Dakota,363.0,2009,3,10martvt.xls
Wisconsin,1410.0,2009,3,10martvt.xls
Alabama,1388.0,2009,3,10martvt.xls
Arkansas,1045.0,2009,3,10martvt.xls
Kentucky,1361.0,2009,3,10martvt.xls
Louisiana,929.0,2009,3,10martvt.xls
Mississippi,1160.0,2009,3,10martvt.xls
Oklahoma,1045.0,2009,3,10martvt.xls
Tennessee,1677.0,2009,3,10martvt.xls
Texas,4234.0,2009,3,10martvt.xls
Alaska,92.0,2009,3,10martvt.xls
Arizona,959.0,2009,3,10martvt.xls
California,3356.0,2009,3,10martvt.xls
Colorado,968.0,2009,3,10martvt.xls
Hawaii,108.0,2009,3,10martvt.xls
Idaho,421.0,2009,3,10martvt.xls
Montana,387.0,2009,3,10martvt.xls
Nevada,300.0,2009,3,10martvt.xls
New Mexico,750.0,2009,3,10martvt.xls
Oregon,838.0,2009,3,10martvt.xls
Utah,459.0,2009,3,10martvt.xls
Washington,804.0,2009,3,10martvt.xls
Wyoming,317.0,2009,3,10martvt.xls
Connecticut,168.0,2012,4,13aprtvt.xls
Maine,472.0,2012,4,13aprtvt.xls
Massachusetts,205.0,2012,4,13aprtvt.xls
New Hampshire,277.0,2012,4,13aprtvt.xls
New Jersey,362.0,2012,4,13aprtvt.xls
New York,1153.0,2012,4,13aprtvt.xls
Pennsylvania,1970.0,2012,4,13aprtvt.xls
Rhode Island,51.0,2012,4,13aprtvt.xls
Vermont,219.0,2012,4,13aprtvt.xls
South Atlantic,,2012,4,13aprtvt.xls
Delaware,130.0,2012,4,13aprtvt.xls
District of Columbia,0.0,2012,4,13aprtvt.xls
Florida,1946.0,2012,4,13aprtvt.xls
Georgia,2006.0,2012,4,13aprtvt.xls
Maryland,735.0,2012,4,13aprtvt.xls
North Carolina,1570.0,2012,4,13aprtvt.xls
South Carolina,1351.0,2012,4,13aprtvt.xls
Virginia,1680.0,2012,4,13aprtvt.xls
West Virginia,633.0,2012,4,13aprtvt.xls
North Central,,2012,4,13aprtvt.xls
Illinois,1340.0,2012,4,13aprtvt.xls
Indiana,1414.0,2012,4,13aprtvt.xls
Iowa,1086.0,2012,4,13aprtvt.xls
